Time,I_dir,I_dif,m_dot,T_amb,T_in,T_out
11954,738.74,131.18,34.03,32.29,122.48,125.54
11955,738.73,131.19,34.03,32.31,122.50,125.56
11956,738.73,131.20,34.06,32.34,122.52,125.58
11957,738.72,131.21,34.08,32.35,122.52,125.60
11958,738.72,131.22,34.12,32.36,122.53,125.60
11959,738.71,131.23,34.16,32.36,122.56,125.60
11960,738.71,131.24,34.18,32.37,122.57,125.62
11961,738.70,131.25,34.18,32.39,122.59,125.65
11962,738.70,131.26,34.16,32.40,122.61,125.66
11963,738.69,131.27,34.12,32.40,122.62,125.66
11964,738.69,131.28,34.05,32.41,122.64,125.69
11965,738.68,131.29,34.03,32.41,122.64,125.69
11966,738.68,131.30,34.05,32.41,122.66,125.71
11967,738.67,131.31,34.08,32.41,122.68,125.72
11968,738.66,131.32,34.08,32.40,122.70,125.74
11969,738.66,131.33,34.10,32.40,122.72,125.76
11970,738.65,131.34,34.10,32.40,122.73,125.78
11971,738.65,131.35,34.01,32.41,122.75,125.80
11972,738.64,131.36,34.01,32.41,122.77,125.81
11973,738.63,131.37,33.95,32.42,122.77,125.81
11974,738.63,131.38,33.95,32.42,122.79,125.83
11975,738.62,131.39,33.99,32.41,122.80,125.84
11976,738.61,131.40,34.05,32.41,122.83,125.86
11977,738.61,131.41,34.05,32.40,122.84,125.88
11978,738.60,131.41,34.12,32.39,122.86,125.90
11979,738.59,131.42,34.14,32.39,122.88,125.92
11980,738.58,131.43,34.12,32.38,122.89,125.94
11981,738.57,131.44,34.07,32.37,122.89,125.94
11982,738.57,131.45,34.07,32.37,122.90,125.93
11983,738.56,131.45,34.06,32.36,122.92,125.97
11984,738.55,131.46,34.06,32.34,122.94,125.97
11985,738.54,131.47,34.03,32.33,122.96,126.00
11986,738.53,131.47,34.03,32.31,122.98,126.02
11987,738.52,131.48,34.01,32.30,122.99,126.03
11988,738.51,131.49,33.97,32.32,122.99,126.04
11989,738.50,131.49,33.99,32.32,122.99,126.04
11990,738.49,131.50,34.03,32.32,123.02,126.06
11991,738.48,131.50,34.03,32.30,123.03,126.08
11992,738.48,131.51,34.10,32.28,123.05,126.10
11993,738.47,131.51,34.10,32.28,123.06,126.11
11994,738.46,131.52,34.10,32.25,123.08,126.11
11995,738.45,131.52,34.14,32.23,123.09,126.13
11996,738.44,131.53,34.29,32.21,123.09,126.13
11997,738.44,131.53,34.42,32.21,123.10,126.16
11998,738.43,131.54,34.42,32.19,123.11,126.17
11999,738.42,131.54,34.49,32.18,123.13,126.18
12000,738.41,131.55,34.49,32.16,123.14,126.20
12001,738.40,131.55,34.27,32.12,123.16,126.20
12002,738.40,131.56,34.27,32.09,123.17,126.23
12003,738.39,131.56,34.14,32.06,123.17,126.24
12004,738.38,131.57,34.10,32.03,123.18,126.24
12005,738.37,131.57,34.03,32.03,123.20,126.26
12006,738.36,131.58,33.99,31.99,123.20,126.27
12007,738.35,131.58,33.99,31.98,123.22,126.27
12008,738.34,131.59,33.95,31.97,123.22,126.28
12009,738.34,131.60,33.95,31.97,123.24,126.31
12010,738.33,131.61,33.92,31.94,123.25,126.32
12011,738.32,131.61,33.99,31.92,123.25,126.32
12012,738.31,131.62,34.03,31.92,123.25,126.32
12013,738.30,131.62,34.03,31.91,123.27,126.34
12014,738.29,131.63,34.03,31.90,123.28,126.36
12015,738.29,131.63,34.10,31.88,123.29,126.35
12016,738.28,131.64,34.10,31.87,123.30,126.36
12017,738.27,131.64,34.05,31.87,123.32,126.38
12018,738.26,131.65,34.10,31.84,123.33,126.39
12019,738.25,131.65,34.14,31.84,123.33,126.39
12020,738.25,131.66,34.14,31.82,123.33,126.40
12021,738.24,131.66,34.14,31.82,123.34,126.41
12022,738.23,131.67,34.10,31.82,123.34,126.44
12023,738.22,131.67,34.10,31.84,123.37,126.44
12024,738.22,131.68,34.03,31.86,123.37,126.45
12025,738.21,131.68,34.01,31.87,123.38,126.46
12026,738.20,131.68,33.99,31.90,123.39,126.46
12027,738.19,131.69,34.01,31.93,123.39,126.46
12028,738.19,131.69,34.01,31.93,123.40,126.48
12029,738.18,131.69,34.10,31.94,123.42,126.48
12030,738.17,131.70,34.10,31.98,123.42,126.49
12031,738.17,131.70,34.07,31.99,123.43,126.51
12032,738.16,131.70,34.05,32.00,123.45,126.53
12033,738.15,131.70,34.03,32.02,123.46,126.53
12034,738.15,131.70,34.01,32.03,123.46,126.54
12035,738.14,131.70,34.03,32.03,123.47,126.54
12036,738.13,131.71,34.10,32.05,123.48,126.56
12037,738.13,131.71,34.10,32.06,123.50,126.57
12038,738.12,131.71,34.16,32.07,123.52,126.57
12039,738.12,131.71,34.16,32.08,123.53,126.58
12040,738.11,131.71,34.16,32.09,123.54,126.61
12041,738.10,131.72,34.10,32.11,123.55,126.61
12042,738.09,131.72,33.99,32.12,123.55,126.61
12043,738.09,131.72,33.88,32.12,123.57,126.62
12044,738.08,131.72,33.88,32.14,123.58,126.65
12045,738.07,131.73,33.92,32.16,123.58,126.65
12046,738.07,131.73,33.92,32.17,123.59,126.67
12047,738.07,131.73,33.99,32.17,123.61,126.68
12048,738.06,131.73,34.07,32.18,123.63,126.69
12049,738.05,131.74,34.12,32.19,123.63,126.69
12050,738.05,131.74,34.10,32.19,123.63,126.69
12051,738.04,131.74,34.05,32.19,123.64,126.71
12052,738.04,131.74,34.03,32.20,123.65,126.72
12053,738.03,131.74,34.03,32.21,123.67,126.73
12054,738.03,131.75,34.03,32.21,123.68,126.74
12055,738.03,131.75,34.10,32.21,123.69,126.77
12056,738.02,131.75,34.47,32.23,123.69,126.78
12057,738.02,131.75,34.81,32.23,123.69,126.79
12058,738.01,131.75,34.84,32.24,123.71,126.79
12059,738.01,131.75,34.83,32.24,123.72,126.81
12060,738.00,131.75,34.71,32.27,123.73,126.83
12061,738.00,131.76,34.37,32.28,123.73,126.86
12062,737.99,131.76,34.37,32.30,123.74,126.86
12063,737.99,131.76,34.14,32.31,123.75,126.88
12064,737.98,131.76,34.14,32.31,123.76,126.89
12065,737.98,131.76,34.12,32.32,123.76,126.89
12066,737.98,131.76,34.10,32.32,123.76,126.93
12067,737.98,131.76,34.10,32.33,123.78,126.94
12068,737.98,131.76,34.07,32.34,123.78,126.95
12069,737.98,131.76,34.07,32.34,123.79,126.98
12070,737.98,131.76,34.05,32.33,123.80,126.99
12071,737.98,131.77,34.05,32.36,123.80,127.00
12072,737.98,131.77,34.07,32.37,123.81,127.01
12073,737.97,131.77,34.07,32.36,123.81,127.01
12074,737.97,131.77,34.05,32.36,123.82,127.03
12075,737.97,131.77,34.05,32.34,123.83,127.04
12076,737.96,131.77,34.05,32.33,123.84,127.07
12077,737.96,131.78,34.03,32.32,123.84,127.07
12078,737.96,131.78,33.99,32.31,123.86,127.09
12079,737.95,131.78,33.92,32.31,123.86,127.11
12080,737.95,131.78,33.84,32.29,123.86,127.13
12081,737.95,131.78,33.79,32.27,123.86,127.13
12082,737.94,131.78,33.79,32.27,123.87,127.14
12083,737.94,131.78,33.79,32.27,123.88,127.15
12084,737.94,131.78,33.90,32.25,123.88,127.16
12085,737.93,131.78,33.90,32.24,123.90,127.18
12086,737.93,131.78,33.97,32.24,123.90,127.19
12087,737.93,131.78,33.99,32.24,123.90,127.21
12088,737.92,131.78,33.97,32.23,123.90,127.23
12089,737.92,131.78,33.97,32.23,123.90,127.23
12090,737.92,131.78,34.01,32.21,123.91,127.23
12091,737.92,131.78,34.01,32.21,123.92,127.25
12092,737.92,131.78,34.01,32.20,123.92,127.27
12093,737.91,131.78,34.03,32.19,123.93,127.28
12094,737.91,131.78,34.07,32.20,123.93,127.30
12095,737.91,131.78,34.12,32.20,123.94,127.31
12096,737.91,131.78,34.16,32.20,123.94,127.32
12097,737.91,131.78,34.18,32.20,123.95,127.32
12098,737.90,131.78,34.16,32.22,123.95,127.34
12099,737.90,131.78,34.16,32.22,123.96,127.34
12100,737.90,131.77,34.12,32.24,123.96,127.36
12101,737.90,131.77,34.01,32.28,123.97,127.36
12102,737.90,131.77,33.85,32.29,123.97,127.39
12103,737.90,131.77,33.81,32.29,123.97,127.39
12104,737.90,131.77,33.79,32.28,123.97,127.39
12105,737.90,131.77,33.79,32.28,123.99,127.40
12106,737.90,131.77,33.90,32.26,123.99,127.42
12107,737.90,131.77,33.90,32.25,123.99,127.43
12108,737.90,131.76,34.01,32.23,124.00,127.44
12109,737.90,131.76,34.03,32.21,124.00,127.44
12110,737.90,131.76,34.05,32.20,124.01,127.46
12111,737.90,131.76,34.05,32.17,124.01,127.47
12112,737.90,131.76,34.05,32.14,124.00,127.47
12113,737.90,131.76,34.05,32.14,124.01,127.48
12114,737.90,131.76,34.07,32.12,124.01,127.48
12115,737.89,131.75,34.05,32.09,124.01,127.48
12116,737.89,131.75,34.05,32.06,124.01,127.49
12117,737.89,131.75,34.05,32.04,124.02,127.50
12118,737.89,131.75,33.99,32.02,124.02,127.51
12119,737.88,131.75,33.92,32.01,124.02,127.51
12120,737.88,131.75,34.05,31.98,124.01,127.51
12121,737.88,131.74,34.20,31.98,124.02,127.51
12122,737.88,131.74,34.34,31.95,124.01,127.53
12123,737.88,131.74,34.34,31.93,124.01,127.53
12124,737.88,131.74,34.79,31.95,124.01,127.55
12125,737.88,131.74,34.79,31.94,124.00,127.54
12126,737.88,131.73,34.62,31.93,124.00,127.55
12127,737.87,131.73,34.53,31.93,124.00,127.55
12128,737.87,131.73,34.68,31.93,124.00,127.55
12129,737.87,131.73,34.90,31.93,124.01,127.56
12130,737.87,131.72,34.90,31.93,124.00,127.54
12131,737.87,131.72,35.14,31.93,124.00,127.55
12132,737.87,131.72,35.14,31.93,123.99,127.56
12133,737.87,131.72,34.98,31.93,123.99,127.55
12134,737.87,131.72,34.62,31.94,123.99,127.55
12135,737.87,131.71,34.27,31.93,123.99,127.55
12136,737.87,131.71,34.18,31.93,123.98,127.55
12137,737.87,131.71,34.18,31.94,123.98,127.55
12138,737.87,131.71,34.25,31.95,123.98,127.55
12139,737.87,131.71,34.25,31.95,123.98,127.55
12140,737.87,131.70,34.16,31.98,123.98,127.56
12141,737.86,131.70,34.12,31.98,123.97,127.55
12142,737.86,131.70,34.09,31.97,123.97,127.55
12143,737.86,131.70,34.05,31.97,123.98,127.55
12144,737.86,131.70,34.12,31.97,123.98,127.55
12145,737.86,131.69,34.16,31.96,123.98,127.55
12146,737.86,131.69,34.16,31.95,123.97,127.56
12147,737.86,131.69,34.08,31.95,123.98,127.54
12148,737.86,131.69,34.08,31.97,123.98,127.55
12149,737.86,131.68,34.03,31.98,123.98,127.56
12150,737.86,131.68,33.96,31.98,123.98,127.56
12151,737.86,131.68,33.93,31.98,123.99,127.56
12152,737.86,131.67,33.92,31.99,123.98,127.55
12153,737.86,131.67,33.90,31.98,123.98,127.55
12154,737.86,131.67,33.90,32.00,123.98,127.56
12155,737.86,131.66,33.88,32.00,123.98,127.55
12156,737.86,131.66,33.89,32.01,123.97,127.55
12157,737.86,131.66,33.90,32.01,123.99,127.56
12158,737.86,131.65,33.90,32.00,123.99,127.56
12159,737.86,131.65,33.94,32.00,123.98,127.57
12160,737.86,131.65,33.92,31.98,124.00,127.56
12161,737.86,131.64,33.90,31.99,123.99,127.58
12162,737.86,131.64,33.90,31.99,123.99,127.58
12163,737.86,131.63,33.92,31.99,124.00,127.57
12164,737.86,131.63,33.92,31.99,124.00,127.58
12165,737.86,131.63,33.93,31.99,124.00,127.58
12166,737.86,131.62,33.96,31.98,124.00,127.58
12167,737.86,131.62,33.96,31.98,124.01,127.58
12168,737.86,131.61,33.96,31.99,124.00,127.58
12169,737.86,131.61,33.96,31.98,124.01,127.58
12170,737.86,131.61,33.92,31.98,124.02,127.59
12171,737.86,131.61,33.92,31.98,124.03,127.59
12172,737.86,131.60,33.88,31.98,124.02,127.59
12173,737.85,131.60,33.86,31.97,124.02,127.60
12174,737.85,131.60,33.81,31.96,124.03,127.60
12175,737.85,131.59,33.77,31.96,124.03,127.60
12176,737.85,131.59,33.77,31.96,124.04,127.61
12177,737.84,131.59,33.79,31.94,124.04,127.61
12178,737.84,131.58,33.79,31.93,124.06,127.62
12179,737.84,131.58,33.83,31.94,124.06,127.62
12180,737.84,131.58,33.90,31.94,124.06,127.62
12181,737.83,131.57,33.97,31.94,124.06,127.62
12182,737.83,131.57,33.99,31.94,124.07,127.63
12183,737.83,131.56,33.99,31.94,124.07,127.64
12184,737.83,131.56,34.03,31.95,124.07,127.63
12185,737.83,131.55,34.03,31.97,124.08,127.64
12186,737.83,131.55,34.03,31.96,124.09,127.65
12187,737.84,131.55,34.03,31.97,124.09,127.65
12188,737.84,131.54,34.00,31.99,124.09,127.67
12189,737.84,131.54,33.97,32.00,124.10,127.67
12190,737.85,131.53,33.94,32.00,124.10,127.66
12191,737.85,131.53,33.94,32.01,124.10,127.67
12192,737.86,131.52,33.94,32.01,124.10,127.67
12193,737.86,131.52,33.92,32.01,124.12,127.70
12194,737.87,131.51,33.92,32.03,124.12,127.69
12195,737.87,131.51,33.94,32.04,124.13,127.69
12196,737.87,131.50,33.94,32.03,124.13,127.70
12197,737.87,131.49,33.92,32.03,124.13,127.70
12198,737.87,131.49,33.90,32.03,124.13,127.69
12199,737.87,131.48,33.90,32.03,124.14,127.71
12200,737.87,131.48,33.86,32.02,124.14,127.71
12201,737.88,131.47,33.86,32.02,124.15,127.72
12202,737.88,131.47,33.88,32.02,124.15,127.71
12203,737.88,131.46,33.88,32.04,124.15,127.72
12204,737.88,131.46,33.90,32.06,124.15,127.72
12205,737.88,131.45,33.90,32.06,124.16,127.73
12206,737.88,131.45,33.90,32.08,124.16,127.73
12207,737.88,131.44,33.90,32.08,124.17,127.74
12208,737.88,131.44,33.90,32.08,124.18,127.74
12209,737.87,131.43,33.88,32.07,124.17,127.74
12210,737.87,131.43,33.81,32.09,124.18,127.76
12211,737.87,131.42,33.79,32.10,124.18,127.75
12212,737.87,131.42,33.79,32.10,124.18,127.75
12213,737.87,131.41,33.79,32.10,124.18,127.75
12214,737.87,131.40,33.89,32.10,124.19,127.76
12215,737.87,131.40,33.89,32.10,124.20,127.78
12216,737.88,131.39,33.94,32.11,124.19,127.77
12217,737.88,131.39,33.97,32.12,124.19,127.77
12218,737.88,131.38,33.97,32.11,124.19,127.78
12219,737.88,131.38,33.94,32.11,124.19,127.77
12220,737.88,131.37,33.94,32.12,124.19,127.77
12221,737.88,131.37,33.96,32.12,124.19,127.76
12222,737.87,131.36,33.96,32.13,124.19,127.79
12223,737.87,131.36,33.96,32.15,124.20,127.79
12224,737.87,131.35,33.94,32.15,124.20,127.78
12225,737.87,131.35,33.94,32.15,124.20,127.79
12226,737.87,131.34,33.90,32.14,124.19,127.79
12227,737.86,131.34,33.90,32.12,124.19,127.79
12228,737.86,131.33,33.85,32.12,124.19,127.78
12229,737.86,131.32,33.85,32.08,124.20,127.79
12230,737.86,131.32,33.58,32.06,124.19,127.80
12231,737.86,131.31,33.58,32.04,124.20,127.79
12232,737.85,131.31,33.55,32.03,124.19,127.79
12233,737.85,131.30,33.61,32.01,124.20,127.79
12234,737.85,131.30,33.61,32.02,124.19,127.80
12235,737.85,131.29,33.83,32.02,124.19,127.80
12236,737.84,131.29,33.94,32.02,124.20,127.80
12237,737.84,131.28,33.94,32.04,124.20,127.79
12238,737.84,131.28,33.94,32.07,124.20,127.79
12239,737.84,131.27,33.94,32.08,124.21,127.79
12240,737.83,131.27,33.90,32.09,124.20,127.80
12241,737.83,131.26,33.90,32.07,124.20,127.80
12242,737.83,131.26,33.90,32.04,124.20,127.80
12243,737.82,131.25,33.90,32.01,124.20,127.80
12244,737.82,131.25,33.90,32.01,124.20,127.79
12245,737.82,131.24,33.90,31.97,124.19,127.80
12246,737.81,131.24,33.90,31.93,124.19,127.80
12247,737.81,131.23,33.90,31.89,124.19,127.79
12248,737.80,131.22,33.90,31.89,124.18,127.80
12249,737.80,131.22,33.86,31.88,124.18,127.80
12250,737.80,131.21,33.83,31.89,124.18,127.78
12251,737.79,131.21,33.81,31.89,124.18,127.78
12252,737.79,131.20,33.79,31.90,124.16,127.79
12253,737.79,131.20,33.79,31.90,124.17,127.79
12254,737.78,131.19,33.81,31.91,124.17,127.78
12255,737.78,131.19,33.81,31.91,124.17,127.77
12256,737.78,131.18,33.88,31.92,124.17,127.77
12257,737.77,131.18,33.92,31.95,124.16,127.78
12258,737.77,131.17,33.96,31.96,124.16,127.78
12259,737.76,131.16,33.92,31.96,124.16,127.78
12260,737.76,131.16,33.88,31.98,124.17,127.77
12261,737.75,131.15,33.94,32.00,124.17,127.76
12262,737.75,131.15,33.94,32.00,124.16,127.76
12263,737.74,131.14,34.03,32.03,124.15,127.76
12264,737.74,131.14,34.05,32.04,124.17,127.76
12265,737.74,131.13,34.10,32.05,124.17,127.75
12266,737.73,131.13,34.12,32.07,124.17,127.75
12267,737.73,131.12,34.03,32.07,124.17,127.75
12268,737.72,131.11,33.85,32.07,124.17,127.74
12269,737.72,131.11,33.85,32.07,124.17,127.76
12270,737.71,131.10,33.90,32.05,124.17,127.76
12271,737.71,131.10,33.90,32.04,124.18,127.74
12272,737.70,131.09,33.83,32.05,124.18,127.76
12273,737.70,131.09,33.92,32.07,124.18,127.76
12274,737.69,131.08,34.03,32.07,124.19,127.76
12275,737.69,131.07,33.90,32.13,124.18,127.76
12276,737.68,131.07,33.90,32.19,124.18,127.75
12277,737.68,131.06,33.84,32.21,124.17,127.75
12278,737.67,131.06,33.84,32.21,124.18,127.76
12279,737.67,131.05,33.79,32.19,124.18,127.76
12280,737.66,131.05,33.80,32.16,124.18,127.75
12281,737.66,131.04,33.90,32.14,124.18,127.76
12282,737.66,131.03,33.92,32.11,124.19,127.76
12283,737.65,131.03,33.92,32.11,124.18,127.76
12284,737.65,131.02,33.88,32.10,124.18,127.76
12285,737.65,131.02,33.88,32.08,124.18,127.77
12286,737.64,131.01,33.90,32.08,124.17,127.76
12287,737.64,131.00,33.90,32.06,124.17,127.75
12288,737.63,131.00,33.92,32.07,124.18,127.76
12289,737.63,130.99,33.92,32.06,124.18,127.76
12290,737.62,130.99,33.90,32.06,124.18,127.75
12291,737.62,130.98,33.80,32.05,124.19,127.75
12292,737.61,130.97,33.80,32.05,124.18,127.75
12293,737.61,130.97,33.73,32.03,124.18,127.75
12294,737.60,130.96,33.73,32.01,124.18,127.74
12295,737.60,130.96,33.70,32.01,124.19,127.74
12296,737.60,130.95,33.73,32.01,124.19,127.74
12297,737.59,130.94,33.75,32.01,124.19,127.74
12298,737.59,130.94,33.79,32.01,124.19,127.75
12299,737.58,130.93,33.79,32.02,124.20,127.75
12300,737.58,130.93,33.86,32.03,124.21,127.75
12301,737.57,130.92,33.86,32.05,124.21,127.76
12302,737.57,130.92,33.86,32.06,124.20,127.76
12303,737.56,130.91,33.82,32.08,124.21,127.75
12304,737.56,130.90,33.68,32.08,124.22,127.75
12305,737.55,130.90,33.57,32.12,124.22,127.75
12306,737.55,130.89,33.57,32.12,124.23,127.76
12307,737.55,130.88,33.53,32.15,124.23,127.76
12308,737.54,130.88,33.53,32.15,124.24,127.76
12309,737.54,130.87,33.62,32.14,124.24,127.76
12310,737.53,130.87,33.72,32.12,124.24,127.76
12311,737.53,130.86,33.79,32.11,124.24,127.76
12312,737.52,130.85,33.83,32.11,124.24,127.77
12313,737.52,130.85,33.88,32.11,124.25,127.77
12314,737.51,130.84,33.90,32.10,124.25,127.77
12315,737.51,130.84,33.90,32.10,124.25,127.78
12316,737.51,130.83,33.88,32.09,124.25,127.78
12317,737.50,130.82,33.86,32.09,124.25,127.78
12318,737.50,130.82,33.83,32.10,124.25,127.79
12319,737.49,130.81,33.83,32.09,124.26,127.79
12320,737.49,130.81,33.86,32.10,124.26,127.79
12321,737.49,130.80,33.86,32.10,124.25,127.78
12322,737.48,130.79,33.86,32.09,124.25,127.79
12323,737.48,130.79,33.86,32.07,124.25,127.80
12324,737.48,130.78,33.86,32.05,124.25,127.79
12325,737.47,130.78,33.83,32.02,124.25,127.80
12326,737.47,130.77,33.81,32.01,124.25,127.78
12327,737.46,130.76,33.81,31.98,124.24,127.80
12328,737.46,130.76,33.81,31.98,124.24,127.80
12329,737.46,130.75,33.81,31.98,124.25,127.79
12330,737.45,130.75,33.81,31.96,124.25,127.79
12331,737.45,130.74,33.81,31.96,124.25,127.79
12332,737.45,130.73,33.83,31.94,124.24,127.79
12333,737.44,130.73,33.83,31.94,124.24,127.79
12334,737.44,130.72,33.88,31.94,124.24,127.78
12335,737.44,130.72,33.90,31.93,124.24,127.76
12336,737.43,130.71,33.90,31.93,124.23,127.76
12337,737.43,130.70,33.86,31.94,124.22,127.77
12338,737.42,130.70,33.86,31.94,124.23,127.77
12339,737.42,130.69,33.83,31.93,124.23,127.77
12340,737.42,130.69,33.83,31.91,124.23,127.76
12341,737.42,130.68,33.81,31.93,124.22,127.77
12342,737.41,130.67,33.84,31.93,124.23,127.77
12343,737.41,130.67,33.88,31.93,124.23,127.77
12344,737.41,130.66,33.88,31.94,124.22,127.78
12345,737.41,130.65,33.88,31.94,124.22,127.77
12346,737.41,130.65,33.90,31.94,124.22,127.76
12347,737.40,130.64,33.90,31.96,124.22,127.77
12348,737.40,130.64,33.90,31.95,124.22,127.76
12349,737.40,130.63,33.90,31.96,124.20,127.75
12350,737.39,130.63,33.84,31.96,124.21,127.74
12351,737.39,130.62,33.77,31.96,124.21,127.74
12352,737.38,130.61,33.77,31.96,124.21,127.73
12353,737.38,130.61,33.72,31.95,124.20,127.72
12354,737.38,130.60,33.72,31.95,124.20,127.72
12355,737.37,130.60,33.77,31.96,124.20,127.71
12356,737.37,130.59,33.81,31.96,124.21,127.68
12357,737.36,130.59,33.86,31.95,124.21,127.65
12358,737.36,130.58,33.85,31.93,124.20,127.64
12359,737.36,130.58,33.86,31.92,124.20,127.64
12360,737.35,130.57,33.81,31.92,124.20,127.62
12361,737.35,130.56,33.81,31.91,124.21,127.58
12362,737.35,130.56,33.81,31.91,124.20,127.54
12363,737.35,130.55,33.84,31.89,124.21,127.50
12364,737.34,130.55,33.85,31.90,124.21,127.50
12365,737.34,130.54,33.90,31.90,124.22,127.48
12366,737.34,130.54,33.90,31.88,124.20,127.43
12367,737.33,130.53,33.94,31.88,124.22,127.39
12368,737.33,130.52,33.94,31.86,124.21,127.35
12369,737.33,130.52,33.94,31.85,124.21,127.35
12370,737.33,130.51,33.94,31.85,124.21,127.32
12371,737.33,130.51,33.88,31.84,124.21,127.29
12372,737.33,130.50,33.79,31.83,124.21,127.29
12373,737.33,130.50,33.77,31.83,124.20,127.26
12374,737.33,130.49,33.77,31.83,124.21,127.24
12375,737.33,130.49,33.77,31.84,124.22,127.21
12376,737.33,130.48,33.83,31.84,124.22,127.21
12377,737.32,130.47,33.83,31.84,124.21,127.20
12378,737.32,130.47,33.88,31.86,124.21,127.19
12379,737.32,130.46,33.88,31.86,124.21,127.19
12380,737.31,130.46,33.90,31.87,124.20,127.18
12381,737.31,130.45,33.90,31.89,124.21,127.18
12382,737.31,130.44,33.88,31.91,124.22,127.17
12383,737.30,130.44,33.88,31.91,124.22,127.17
12384,737.30,130.44,33.85,31.91,124.21,127.18
12385,737.30,130.43,33.81,31.95,124.22,127.16
12386,737.29,130.42,33.81,31.98,124.23,127.16
12387,737.29,130.42,33.77,32.01,124.23,127.16
12388,737.28,130.41,33.70,32.01,124.24,127.16
12389,737.28,130.41,33.63,32.04,124.24,127.16
12390,737.28,130.40,33.56,32.05,124.24,127.14
12391,737.27,130.40,33.55,32.06,124.24,127.14
12392,737.27,130.39,33.57,32.06,124.25,127.13
12393,737.27,130.38,33.64,32.06,124.26,127.14
12394,737.27,130.38,33.64,32.03,124.26,127.12
12395,737.26,130.38,33.70,32.00,124.26,127.11
12396,737.26,130.37,33.77,31.97,124.25,127.10
12397,737.26,130.36,33.83,31.97,124.27,127.08
12398,737.25,130.36,33.85,32.01,124.27,127.07
12399,737.25,130.35,33.88,32.06,124.27,127.07
12400,737.24,130.35,33.87,32.06,124.26,127.06
12401,737.24,130.34,33.87,32.10,124.27,127.05
12402,737.24,130.34,33.83,32.14,124.27,127.02
12403,737.24,130.33,33.83,32.16,124.26,127.00
12404,737.24,130.33,33.83,32.25,124.26,126.99
12405,737.24,130.32,33.83,32.32,124.27,126.97
12406,737.24,130.32,33.83,32.35,124.27,126.97
12407,737.24,130.31,33.83,32.35,124.26,126.93
12408,737.23,130.31,33.81,32.37,124.26,126.90
12409,737.23,130.30,33.74,32.40,124.24,126.87
12410,737.23,130.30,33.74,32.42,124.25,126.86
12411,737.22,130.29,33.70,32.44,124.24,126.82
12412,737.22,130.29,33.66,32.48,124.24,126.79
12413,737.21,130.28,33.61,32.50,124.24,126.78
12414,737.21,130.28,33.66,32.52,124.24,126.78
12415,737.21,130.27,33.70,32.52,124.23,126.76
12416,737.20,130.26,33.77,32.53,124.23,126.73
12417,737.20,130.26,33.77,32.53,124.23,126.71
12418,737.20,130.25,33.92,32.52,124.22,126.72
12419,737.19,130.25,33.92,32.50,124.22,126.71
12420,737.19,130.24,33.94,32.46,124.23,126.70
12421,737.18,130.24,33.90,32.45,124.23,126.70
12422,737.18,130.23,33.87,32.43,124.22,126.70
12423,737.18,130.23,33.87,32.43,124.22,126.69
12424,737.18,130.22,33.84,32.40,124.21,126.68
12425,737.18,130.22,33.84,32.38,124.21,126.68
12426,737.17,130.21,33.87,32.36,124.21,126.68
12427,737.17,130.21,33.90,32.36,124.22,126.68
12428,737.17,130.20,33.87,32.33,124.21,126.65
12429,737.17,130.20,33.85,32.35,124.21,126.65
12430,737.17,130.19,33.81,32.35,124.21,126.64
12431,737.16,130.19,33.77,32.36,124.20,126.62
12432,737.16,130.19,33.77,32.37,124.20,126.63
12433,737.16,130.18,33.72,32.34,124.20,126.59
12434,737.16,130.18,33.68,32.31,124.21,126.58
12435,737.16,130.17,33.66,32.28,124.20,126.56
12436,737.16,130.17,33.66,32.27,124.20,126.54
12437,737.15,130.16,33.70,32.26,124.20,126.54
12438,737.15,130.16,33.74,32.26,124.20,126.49
12439,737.15,130.15,33.83,32.26,124.20,126.48
12440,737.15,130.15,33.83,32.26,124.20,126.45
12441,737.15,130.14,33.90,32.27,124.20,126.43
12442,737.14,130.14,33.89,32.27,124.20,126.40
12443,737.14,130.14,33.92,32.24,124.20,126.37
12444,737.14,130.13,33.92,32.23,124.21,126.37
12445,737.14,130.13,33.89,32.22,124.21,126.37
12446,737.14,130.12,33.90,32.22,124.20,126.34
12447,737.14,130.12,33.90,32.24,124.20,126.33
12448,737.13,130.11,33.92,32.28,124.20,126.32
12449,737.13,130.11,33.92,32.26,124.20,126.31
12450,737.13,130.10,33.90,32.23,124.20,126.30
12451,737.13,130.10,33.90,32.22,124.19,126.29
12452,737.13,130.10,33.87,32.26,124.19,126.31
12453,737.12,130.09,33.85,32.26,124.19,126.31
12454,737.13,130.09,33.85,32.31,124.21,126.29
12455,737.12,130.08,33.85,32.35,124.19,126.30
12456,737.12,130.08,33.85,32.38,124.19,126.31
12457,737.12,130.07,33.85,32.40,124.19,126.31
12458,737.12,130.07,33.85,32.40,124.18,126.32
12459,737.12,130.07,33.85,32.39,124.18,126.32
12460,737.12,130.06,33.87,32.40,124.18,126.32
12461,737.12,130.06,33.88,32.40,124.19,126.32
12462,737.12,130.05,33.87,32.39,124.18,126.34
12463,737.12,130.05,33.87,32.38,124.18,126.35
12464,737.11,130.05,33.86,32.39,124.17,126.33
12465,737.11,130.04,33.86,32.35,124.18,126.36
12466,737.11,130.04,33.83,32.32,124.18,126.36
12467,737.10,130.03,33.79,32.30,124.17,126.38
12468,737.10,130.03,33.72,32.30,124.17,126.38
12469,737.10,130.03,33.70,32.30,124.16,126.38
12470,737.09,130.02,33.70,32.30,124.17,126.40
