Time,I_dir,I_dif,m_dot,T_amb,T_in,T_out
537,750.41,119.37,32.72,28.70,28.22,28.43
538,750.40,119.37,32.73,28.70,28.23,28.42
539,750.39,119.38,32.72,28.70,28.23,28.43
540,750.39,119.38,32.72,28.70,28.24,28.44
541,750.38,119.38,32.66,28.70,28.24,28.45
542,750.37,119.38,32.66,28.71,28.25,28.44
543,750.37,119.39,32.66,28.73,28.25,28.45
544,750.36,119.39,32.66,28.74,28.25,28.45
545,750.35,119.39,32.68,28.74,28.25,28.45
546,750.35,119.39,32.70,28.74,28.25,28.46
547,750.34,119.40,32.70,28.73,28.26,28.45
548,750.33,119.40,32.70,28.74,28.26,28.47
549,750.32,119.40,32.70,28.75,28.27,28.47
550,750.32,119.40,32.68,28.74,28.27,28.48
551,750.31,119.41,32.68,28.74,28.28,28.49
552,750.30,119.41,32.70,28.74,28.28,28.48
553,750.29,119.41,32.74,28.74,28.28,28.48
554,750.28,119.41,32.74,28.74,28.28,28.49
555,750.27,119.41,32.81,28.75,28.30,28.49
556,750.27,119.42,32.81,28.75,28.30,28.49
557,750.27,119.42,32.86,28.75,28.30,28.49
558,750.27,119.42,32.86,28.76,28.31,28.51
559,750.27,119.42,32.85,28.76,28.31,28.51
560,750.27,119.43,32.81,28.76,28.31,28.50
561,750.27,119.43,32.79,28.76,28.31,28.50
562,750.28,119.43,32.79,28.77,28.31,28.51
563,750.28,119.43,32.79,28.76,28.32,28.51
564,750.29,119.44,32.83,28.77,28.33,28.51
565,750.29,119.44,32.83,28.78,28.33,28.52
566,750.29,119.44,32.85,28.78,28.33,28.51
567,750.29,119.44,32.85,28.78,28.34,28.52
568,750.29,119.45,32.86,28.79,28.34,28.52
569,750.29,119.45,32.83,28.79,28.35,28.52
570,750.29,119.45,32.83,28.80,28.35,28.52
571,750.28,119.45,32.83,28.80,28.35,28.52
572,750.28,119.46,32.83,28.80,28.36,28.53
573,750.28,119.46,32.86,28.80,28.36,28.53
574,750.28,119.46,32.85,28.81,28.36,28.53
575,750.28,119.46,32.86,28.81,28.37,28.52
576,750.29,119.47,32.83,28.80,28.37,28.52
577,750.29,119.47,32.83,28.80,28.37,28.53
578,750.30,119.47,32.88,28.80,28.38,28.54
579,750.30,119.47,32.88,28.81,28.38,28.54
580,750.31,119.47,32.90,28.81,28.38,28.54
581,750.31,119.48,32.94,28.82,28.38,28.53
582,750.32,119.48,32.99,28.82,28.39,28.55
583,750.32,119.48,33.01,28.83,28.39,28.53
584,750.32,119.48,33.01,28.83,28.39,28.53
585,750.33,119.49,33.01,28.83,28.40,28.54
586,750.33,119.49,33.01,28.84,28.40,28.55
587,750.34,119.49,32.98,28.84,28.40,28.55
588,750.34,119.49,32.96,28.84,28.41,28.54
589,750.35,119.50,32.96,28.86,28.41,28.55
590,750.35,119.50,32.96,28.86,28.42,28.56
591,750.36,119.50,32.99,28.86,28.42,28.55
592,750.36,119.50,33.01,28.85,28.43,28.55
593,750.36,119.50,33.01,28.85,28.43,28.55
594,750.37,119.51,33.01,28.85,28.43,28.55
595,750.37,119.51,33.01,28.84,28.44,28.55
596,750.38,119.51,33.03,28.83,28.44,28.56
597,750.39,119.51,33.05,28.83,28.45,28.55
598,750.39,119.52,33.07,28.84,28.45,28.56
599,750.40,119.52,33.09,28.84,28.45,28.56
600,750.40,119.52,33.11,28.84,28.45,28.56
601,750.41,119.52,33.09,28.83,28.46,28.57
602,750.41,119.53,33.07,28.81,28.46,28.57
603,750.42,119.53,33.07,28.81,28.45,28.56
604,750.42,119.53,33.05,28.80,28.47,28.57
605,750.43,119.53,33.03,28.79,28.47,28.57
606,750.43,119.53,32.96,28.78,28.48,28.57
607,750.43,119.54,32.94,28.77,28.48,28.57
608,750.43,119.54,32.92,28.77,28.48,28.58
609,750.43,119.54,32.90,28.77,28.49,28.58
610,750.43,119.54,32.90,28.77,28.49,28.58
611,750.43,119.55,32.92,28.78,28.49,28.58
612,750.43,119.55,32.96,28.77,28.48,28.57
613,750.43,119.55,32.99,28.79,28.49,28.58
614,750.43,119.55,32.99,28.79,28.50,28.59
615,750.43,119.56,32.98,28.80,28.50,28.59
616,750.43,119.56,33.01,28.80,28.50,28.58
617,750.42,119.56,33.01,28.80,28.50,28.59
618,750.42,119.56,33.01,28.80,28.51,28.59
619,750.41,119.57,33.01,28.79,28.51,28.59
620,750.41,119.57,33.01,28.81,28.52,28.60
621,750.41,119.57,32.99,28.82,28.53,28.60
622,750.41,119.57,32.96,28.82,28.53,28.60
623,750.41,119.57,32.96,28.82,28.53,28.60
624,750.41,119.58,32.99,28.83,28.52,28.60
625,750.41,119.58,32.99,28.83,28.54,28.61
626,750.41,119.58,33.01,28.83,28.54,28.60
627,750.41,119.58,33.01,28.83,28.53,28.61
628,750.40,119.59,33.03,28.85,28.54,28.61
629,750.39,119.59,33.05,28.86,28.54,28.61
630,750.39,119.59,33.09,28.87,28.54,28.61
631,750.39,119.59,33.12,28.87,28.55,28.62
632,750.38,119.60,33.14,28.89,28.55,28.62
633,750.38,119.60,33.16,28.89,28.56,28.62
634,750.38,119.60,33.16,28.90,28.56,28.63
635,750.37,119.60,33.18,28.90,28.57,28.64
636,750.36,119.61,33.18,28.91,28.57,28.64
637,750.36,119.61,33.18,28.90,28.57,28.64
638,750.35,119.61,33.20,28.92,28.57,28.64
639,750.35,119.61,33.20,28.92,28.58,28.63
640,750.35,119.62,33.20,28.90,28.57,28.64
641,750.35,119.62,33.20,28.89,28.58,28.65
642,750.35,119.62,33.18,28.89,28.59,28.64
643,750.34,119.62,33.18,28.88,28.59,28.65
644,750.34,119.63,33.16,28.87,28.60,28.66
645,750.33,119.63,33.14,28.85,28.59,28.65
646,750.32,119.63,33.16,28.84,28.59,28.65
647,750.32,119.63,33.18,28.84,28.60,28.66
648,750.31,119.64,33.20,28.83,28.60,28.67
649,750.31,119.64,33.20,28.82,28.60,28.66
650,750.31,119.64,33.20,28.80,28.60,28.66
651,750.31,119.64,33.22,28.80,28.61,28.66
652,750.31,119.65,33.20,28.79,28.60,28.65
653,750.31,119.65,33.18,28.80,28.60,28.68
654,750.31,119.65,33.16,28.81,28.62,28.68
655,750.30,119.65,33.16,28.81,28.62,28.67
656,750.29,119.66,33.16,28.81,28.62,28.68
657,750.29,119.66,33.20,28.81,28.62,28.68
658,750.28,119.66,33.20,28.82,28.63,28.68
659,750.27,119.66,33.25,28.84,28.63,28.69
660,750.26,119.67,33.27,28.84,28.63,28.68
661,750.26,119.67,33.29,28.86,28.63,28.70
662,750.25,119.67,33.31,28.87,28.64,28.70
663,750.24,119.68,33.29,28.87,28.64,28.70
664,750.23,119.68,33.25,28.87,28.64,28.70
665,750.21,119.68,33.25,28.88,28.65,28.70
666,750.21,119.68,33.12,28.89,28.65,28.71
667,750.20,119.69,33.12,28.90,28.65,28.71
668,750.19,119.69,33.09,28.91,28.66,28.71
669,750.17,119.69,33.05,28.92,28.66,28.71
670,750.17,119.69,33.09,28.92,28.66,28.72
671,750.15,119.70,33.12,28.93,28.66,28.70
672,750.14,119.70,33.12,28.94,28.66,28.71
673,750.13,119.70,33.16,28.94,28.67,28.71
674,750.12,119.70,33.16,28.94,28.67,28.73
675,750.11,119.71,33.18,28.93,28.67,28.71
676,750.11,119.71,33.18,28.93,28.67,28.73
677,750.10,119.71,33.20,28.92,28.67,28.73
678,750.10,119.71,33.20,28.92,28.67,28.74
679,750.10,119.72,33.20,28.92,28.68,28.74
680,750.10,119.72,33.20,28.92,28.68,28.74
681,750.10,119.72,33.20,28.91,28.69,28.75
682,750.10,119.72,33.18,28.93,28.69,28.76
683,750.11,119.73,33.18,28.92,28.69,28.75
684,750.11,119.73,33.18,28.93,28.69,28.78
685,750.11,119.73,33.18,28.95,28.70,28.78
686,750.12,119.73,33.20,28.95,28.70,28.80
687,750.12,119.74,33.25,28.95,28.70,28.80
688,750.12,119.74,33.25,28.94,28.70,28.81
689,750.12,119.74,33.31,28.95,28.70,28.81
690,750.12,119.74,33.31,28.95,28.71,28.83
691,750.12,119.75,33.33,28.96,28.71,28.84
692,750.11,119.75,33.31,28.96,28.71,28.85
693,750.11,119.75,33.22,28.96,28.72,28.85
694,750.11,119.75,33.20,28.97,28.71,28.87
695,750.11,119.76,33.20,28.98,28.72,28.89
696,750.11,119.76,33.20,28.98,28.72,28.90
697,750.12,119.76,33.20,28.98,28.72,28.90
698,750.12,119.76,33.20,29.00,28.73,28.92
699,750.12,119.77,33.22,29.01,28.73,28.94
700,750.12,119.77,33.25,29.02,28.73,28.94
701,750.12,119.77,33.29,29.02,28.74,28.95
702,750.12,119.77,33.29,29.01,28.73,28.97
703,750.12,119.78,33.33,29.02,28.73,28.97
704,750.13,119.78,33.33,29.02,28.74,29.00
705,750.13,119.78,33.31,29.03,28.75,29.01
706,750.13,119.78,33.31,29.03,28.76,29.03
707,750.14,119.79,33.31,29.04,28.75,29.04
708,750.14,119.79,33.31,29.04,28.75,29.07
709,750.15,119.79,33.31,29.04,28.76,29.07
710,750.15,119.79,33.36,29.03,28.76,29.07
711,750.15,119.80,33.36,29.03,28.76,29.09
712,750.16,119.80,33.33,29.03,28.77,29.11
713,750.16,119.80,33.29,29.02,28.77,29.13
714,750.16,119.80,33.27,29.01,28.77,29.15
715,750.16,119.80,33.27,29.00,28.78,29.18
716,750.17,119.81,33.25,28.98,28.78,29.18
717,750.17,119.81,33.22,28.98,28.78,29.20
718,750.17,119.81,33.25,28.98,28.78,29.23
719,750.18,119.81,33.27,28.96,28.79,29.26
720,750.18,119.82,33.27,28.95,28.79,29.28
721,750.19,119.82,33.29,28.94,28.80,29.33
722,750.19,119.82,33.36,28.93,28.79,29.36
723,750.19,119.82,33.38,28.92,28.79,29.40
724,750.20,119.82,33.38,28.92,28.80,29.40
725,750.20,119.83,33.36,28.92,28.80,29.44
726,750.21,119.83,33.31,28.91,28.81,29.48
727,750.21,119.83,33.31,28.90,28.81,29.52
728,750.21,119.83,33.25,28.89,28.82,29.57
729,750.21,119.84,33.25,28.89,28.80,29.62
730,750.21,119.84,33.29,28.89,28.81,29.65
731,750.22,119.84,33.38,28.88,28.81,29.70
732,750.22,119.84,33.44,28.88,28.80,29.70
733,750.23,119.84,33.46,28.89,28.81,29.74
734,750.23,119.85,33.46,28.89,28.81,29.79
735,750.22,119.85,33.38,28.89,28.82,29.84
736,750.22,119.85,33.38,28.90,28.82,29.88
737,750.22,119.85,33.36,28.89,28.82,29.92
738,750.22,119.86,33.33,28.90,28.82,29.98
739,750.22,119.86,33.40,28.89,28.82,29.98
740,750.22,119.86,33.49,28.89,28.83,30.00
741,750.22,119.86,33.49,28.89,28.84,30.05
742,750.22,119.86,33.55,28.89,28.83,30.09
743,750.23,119.87,33.55,28.90,28.83,30.14
744,750.23,119.87,33.53,28.91,28.84,30.19
745,750.23,119.87,33.49,28.91,28.83,30.23
746,750.22,119.87,33.44,28.90,28.83,30.27
747,750.22,119.87,33.42,28.90,28.83,30.27
748,750.22,119.88,33.42,28.90,28.84,30.32
749,750.21,119.88,33.40,28.90,28.85,30.36
750,750.21,119.88,33.40,28.91,28.84,30.39
751,750.21,119.88,33.44,28.90,28.85,30.43
752,750.21,119.88,33.44,28.90,28.85,30.48
753,750.21,119.89,33.46,28.91,28.85,30.52
754,750.21,119.89,33.48,28.90,28.85,30.55
755,750.20,119.89,33.51,28.90,28.85,30.55
756,750.20,119.89,33.49,28.90,28.85,30.58
757,750.20,119.89,33.49,28.90,28.86,30.62
758,750.19,119.90,33.42,28.89,28.86,30.65
759,750.19,119.90,33.42,28.89,28.86,30.69
760,750.19,119.90,33.40,28.89,28.87,30.73
761,750.19,119.90,33.40,28.89,28.87,30.77
762,750.19,119.90,33.43,28.89,28.87,30.79
763,750.19,119.91,33.46,28.87,28.87,30.79
764,750.19,119.91,33.49,28.87,28.88,30.82
765,750.19,119.91,33.53,28.87,28.88,30.86
766,750.19,119.91,33.53,28.87,28.87,30.90
767,750.19,119.91,33.55,28.87,28.87,30.91
768,750.19,119.92,33.55,28.87,28.88,30.96
769,750.19,119.92,33.55,28.86,28.87,30.98
770,750.20,119.92,33.53,28.85,28.87,31.01
771,750.20,119.92,33.48,28.85,28.88,31.01
772,750.21,119.92,33.47,28.86,28.89,31.04
773,750.21,119.93,33.47,28.86,28.89,31.07
774,750.22,119.93,33.44,28.85,28.89,31.11
775,750.22,119.93,33.44,28.85,28.89,31.13
776,750.23,119.93,33.42,28.84,28.89,31.16
777,750.23,119.93,33.40,28.83,28.90,31.19
778,750.23,119.94,33.40,28.82,28.90,31.21
779,750.24,119.94,33.38,28.82,28.90,31.21
780,750.24,119.94,33.38,28.81,28.90,31.25
781,750.24,119.94,33.38,28.81,28.90,31.26
782,750.24,119.94,33.42,28.80,28.90,31.28
783,750.24,119.95,33.44,28.80,28.91,31.31
784,750.24,119.95,33.49,28.78,28.91,31.34
785,750.24,119.95,33.53,28.77,28.90,31.36
786,750.24,119.95,33.57,28.77,28.90,31.36
787,750.23,119.95,33.59,28.77,28.91,31.39
788,750.23,119.96,33.59,28.76,28.92,31.41
789,750.23,119.96,33.59,28.75,28.92,31.44
790,750.23,119.96,33.59,28.74,28.91,31.45
791,750.23,119.96,33.57,28.73,28.93,31.48
792,750.23,119.96,33.55,28.71,28.93,31.50
793,750.22,119.97,33.51,28.71,28.93,31.52
794,750.22,119.97,33.46,28.71,28.92,31.52
795,750.22,119.97,33.44,28.71,28.93,31.54
796,750.22,119.97,33.46,28.70,28.93,31.56
797,750.23,119.97,33.46,28.70,28.93,31.59
798,750.23,119.98,33.46,28.70,28.93,31.59
799,750.23,119.98,33.46,28.70,28.94,31.62
800,750.24,119.98,33.42,28.71,28.94,31.64
801,750.24,119.98,33.38,28.72,28.94,31.66
802,750.24,119.99,33.33,28.72,28.94,31.66
803,750.25,119.99,33.33,28.73,28.94,31.69
804,750.25,119.99,33.34,28.73,28.95,31.71
805,750.26,119.99,33.34,28.73,28.94,31.72
806,750.26,119.99,33.35,28.73,28.94,31.73
807,750.26,120.00,33.40,28.72,28.95,31.75
808,750.26,120.00,33.42,28.71,28.95,31.77
809,750.27,120.00,33.42,28.71,28.95,31.77
810,750.27,120.00,33.42,28.71,28.95,31.78
811,750.27,120.00,33.44,28.70,28.96,31.81
812,750.27,120.01,33.44,28.70,28.96,31.83
813,750.27,120.01,33.44,28.70,28.96,31.84
814,750.28,120.01,33.44,28.70,28.96,31.85
815,750.28,120.01,33.44,28.70,28.97,31.86
816,750.28,120.02,33.42,28.69,28.97,31.89
817,750.27,120.02,33.38,28.68,28.97,31.89
818,750.27,120.02,33.33,28.68,28.97,31.91
819,750.27,120.02,33.33,28.68,28.97,31.92
820,750.27,120.03,33.29,28.69,28.98,31.93
821,750.27,120.03,33.29,28.70,28.98,31.95
822,750.27,120.03,33.31,28.71,28.99,31.96
823,750.27,120.03,33.31,28.71,28.98,31.98
824,750.27,120.04,33.35,28.71,28.98,31.98
825,750.27,120.04,33.35,28.74,28.99,32.00
826,750.26,120.04,33.34,28.75,28.99,32.01
827,750.27,120.04,33.34,28.77,28.99,32.02
828,750.27,120.04,33.32,28.77,29.00,32.02
829,750.27,120.05,33.32,28.79,29.00,32.04
830,750.27,120.05,33.32,28.81,29.00,32.05
831,750.28,120.05,33.36,28.84,29.00,32.05
832,750.28,120.05,33.38,28.86,29.01,32.09
833,750.28,120.06,33.45,28.86,29.01,32.09
834,750.28,120.06,33.45,28.88,29.00,32.09
835,750.27,120.06,33.49,28.89,29.02,32.10
836,750.27,120.06,33.49,28.90,29.02,32.10
837,750.27,120.07,33.49,28.90,29.02,32.12
838,750.26,120.07,33.49,28.93,29.02,32.14
839,750.26,120.07,33.54,28.93,29.02,32.14
840,750.26,120.07,33.55,28.95,29.02,32.16
841,750.26,120.08,33.55,28.96,29.02,32.16
842,750.26,120.08,33.56,28.99,29.03,32.18
843,750.25,120.08,33.53,28.99,29.03,32.18
844,750.25,120.08,33.51,29.00,29.02,32.19
845,750.24,120.09,33.51,29.01,29.02,32.20
846,750.24,120.09,33.45,29.01,29.03,32.21
847,750.24,120.09,33.40,28.99,29.04,32.21
848,750.23,120.09,33.38,28.99,29.04,32.23
849,750.23,120.10,33.36,28.97,29.04,32.25
850,750.22,120.10,33.34,28.95,29.04,32.25
851,750.22,120.10,33.31,28.95,29.04,32.25
852,750.21,120.10,33.31,28.93,29.04,32.26
853,750.21,120.11,33.34,28.92,29.05,32.27
854,750.21,120.11,33.36,28.90,29.05,32.28
855,750.21,120.11,33.42,28.89,29.05,32.30
856,750.21,120.11,33.47,28.90,29.05,32.30
857,750.20,120.12,33.51,28.89,29.05,32.30
858,750.20,120.12,33.51,28.89,29.05,32.30
859,750.20,120.12,33.49,28.88,29.05,32.32
860,750.20,120.12,33.49,28.87,29.05,32.32
861,750.20,120.13,33.49,28.86,29.06,32.34
862,750.19,120.13,33.51,28.85,29.06,32.35
863,750.19,120.13,33.55,28.84,29.06,32.36
864,750.19,120.13,33.58,28.84,29.06,32.37
865,750.18,120.14,33.58,28.84,29.07,32.37
866,750.17,120.14,33.57,28.84,29.07,32.37
867,750.17,120.14,33.58,28.82,29.08,32.38
868,750.16,120.14,33.58,28.82,29.08,32.39
869,750.15,120.15,33.56,28.82,29.07,32.39
870,750.15,120.15,33.56,28.82,29.08,32.40
871,750.14,120.15,33.56,28.82,29.08,32.41
872,750.14,120.15,33.55,28.82,29.09,32.41
873,750.13,120.16,33.55,28.82,29.09,32.41
874,750.12,120.16,33.53,28.82,29.09,32.42
875,750.12,120.16,33.53,28.82,29.09,32.42
876,750.11,120.16,33.47,28.82,29.09,32.43
877,750.10,120.16,33.47,28.83,29.10,32.42
878,750.10,120.17,33.47,28.84,29.10,32.45
879,750.09,120.17,33.51,28.85,29.09,32.44
880,750.09,120.17,33.57,28.86,29.09,32.46
881,750.09,120.17,33.65,28.86,29.10,32.46
882,750.08,120.18,33.64,28.86,29.10,32.47
883,750.07,120.18,33.62,28.86,29.10,32.47
884,750.07,120.18,33.62,28.87,29.10,32.47
885,750.06,120.18,33.60,28.86,29.11,32.48
886,750.05,120.19,33.54,28.85,29.11,32.49
887,750.05,120.19,33.54,28.83,29.11,32.50
888,750.04,120.19,33.53,28.81,29.11,32.50
889,750.04,120.19,33.56,28.81,29.12,32.50
890,750.04,120.20,33.60,28.80,29.11,32.51
891,750.04,120.20,33.63,28.79,29.11,32.51
892,750.05,120.20,33.63,28.80,29.12,32.52
893,750.05,120.20,33.70,28.80,29.13,32.52
894,750.05,120.20,33.77,28.80,29.12,32.53
895,750.04,120.21,33.82,28.79,29.13,32.54
896,750.04,120.21,33.84,28.80,29.13,32.54
897,750.04,120.21,33.82,28.80,29.13,32.54
898,750.04,120.21,33.77,28.80,29.13,32.55
899,750.04,120.22,33.75,28.81,29.13,32.56
900,750.04,120.22,33.75,28.82,29.13,32.56
901,750.04,120.22,33.73,28.82,29.14,32.57
902,750.04,120.22,33.73,28.82,29.14,32.57
903,750.03,120.23,33.70,28.83,29.13,32.59
904,750.03,120.23,33.69,28.85,29.13,32.59
905,750.02,120.23,33.69,28.85,29.14,32.58
906,750.02,120.23,33.68,28.85,29.15,32.59
907,750.02,120.23,33.68,28.85,29.14,32.59
908,750.02,120.24,33.79,28.86,29.14,32.59
909,750.02,120.24,33.79,28.85,29.15,32.59
910,750.02,120.24,33.86,28.87,29.14,32.60
911,750.02,120.24,33.88,28.88,29.14,32.61
912,750.02,120.25,33.90,28.89,29.16,32.61
913,750.02,120.25,33.88,28.89,29.16,32.63
914,750.02,120.25,33.88,28.92,29.16,32.62
915,750.02,120.25,33.84,28.95,29.16,32.62
916,750.03,120.25,33.84,28.97,29.16,32.62
917,750.03,120.26,33.84,28.99,29.16,32.64
918,750.03,120.26,33.84,29.00,29.17,32.64
919,750.03,120.26,33.86,29.00,29.17,32.64
920,750.03,120.26,33.86,29.00,29.17,32.64
921,750.03,120.27,33.86,28.99,29.16,32.65
922,750.04,120.27,33.86,29.00,29.17,32.65
923,750.04,120.27,33.86,29.01,29.17,32.66
924,750.04,120.27,33.82,29.02,29.18,32.67
925,750.03,120.27,33.82,29.01,29.18,32.67
926,750.03,120.28,33.77,29.03,29.18,32.68
927,750.03,120.28,33.77,29.02,29.18,32.68
928,750.02,120.28,33.80,29.02,29.19,32.67
929,750.02,120.28,33.82,29.03,29.18,32.68
930,750.02,120.28,33.82,29.04,29.19,32.68
931,750.01,120.29,33.91,29.04,29.19,32.69
932,750.01,120.29,33.91,29.04,29.18,32.69
933,750.01,120.29,33.90,29.04,29.18,32.70
934,750.00,120.29,33.88,29.04,29.19,32.69
935,750.00,120.29,33.84,29.04,29.19,32.69
936,750.00,120.30,33.79,29.03,29.19,32.70
937,750.00,120.30,33.79,29.02,29.19,32.72
938,750.00,120.30,33.77,29.02,29.19,32.71
939,750.00,120.30,33.77,29.01,29.19,32.70
940,750.00,120.30,33.77,29.01,29.20,32.72
941,750.01,120.31,33.77,29.01,29.20,32.72
942,750.01,120.31,33.80,29.01,29.20,32.72
943,750.02,120.31,33.84,29.01,29.20,32.72
944,750.02,120.31,33.84,29.03,29.20,32.73
945,750.02,120.31,33.93,29.04,29.20,32.72
946,750.02,120.31,33.93,29.04,29.20,32.73
947,750.02,120.32,33.95,29.05,29.21,32.75
948,750.03,120.32,33.93,29.06,29.21,32.74
949,750.03,120.32,33.93,29.06,29.22,32.75
950,750.04,120.32,33.94,29.07,29.22,32.75
951,750.04,120.32,33.95,29.07,29.22,32.75
952,750.05,120.33,33.95,29.07,29.22,32.75
953,750.05,120.33,33.95,29.05,29.22,32.76
954,750.06,120.33,33.88,29.04,29.22,32.75
955,750.06,120.33,33.88,29.05,29.22,32.76
956,750.07,120.33,33.84,29.06,29.23,32.77
957,750.07,120.33,33.84,29.08,29.23,32.76
958,750.07,120.34,33.86,29.10,29.23,32.76
959,750.07,120.34,33.88,29.10,29.23,32.77
960,750.08,120.34,33.88,29.11,29.24,32.76
961,750.08,120.34,33.90,29.10,29.24,32.77
962,750.08,120.34,33.90,29.09,29.23,32.77
963,750.08,120.35,33.90,29.09,29.24,32.78
964,750.07,120.35,33.88,29.09,29.23,32.78
965,750.07,120.35,33.86,29.09,29.24,32.79
966,750.07,120.35,33.84,29.09,29.24,32.79
967,750.07,120.35,33.80,29.09,29.24,32.78
968,750.07,120.35,33.79,29.09,29.24,32.79
969,750.06,120.36,33.79,29.09,29.24,32.79
970,750.06,120.36,33.82,29.08,29.24,32.79
971,750.07,120.36,33.84,29.07,29.25,32.80
972,750.07,120.36,33.86,29.05,29.25,32.81
973,750.07,120.36,33.91,29.05,29.25,32.80
974,750.07,120.36,33.95,29.04,29.25,32.80
975,750.07,120.37,33.92,29.04,29.25,32.80
976,750.08,120.37,33.90,29.03,29.26,32.81
977,750.08,120.37,33.90,29.02,29.25,32.81
978,750.08,120.37,33.90,29.02,29.26,32.80
979,750.08,120.37,33.86,29.00,29.26,32.79
980,750.09,120.38,33.86,29.00,29.25,32.76
981,750.09,120.38,33.84,28.98,29.25,32.76
982,750.10,120.38,33.84,28.99,29.26,32.76
983,750.10,120.38,33.84,28.99,29.26,32.74
984,750.11,120.38,33.85,28.99,29.27,32.72
985,750.11,120.38,33.85,28.98,29.26,32.69
986,750.12,120.38,33.86,28.97,29.27,32.67
987,750.13,120.39,33.86,28.97,29.27,32.64
988,750.13,120.39,33.84,28.97,29.27,32.60
989,750.14,120.39,33.82,28.96,29.27,32.60
990,750.14,120.39,33.82,28.96,29.27,32.58
991,750.15,120.39,33.81,28.96,29.28,32.54
992,750.16,120.40,33.81,28.95,29.28,32.51
993,750.16,120.40,33.79,28.96,29.28,32.48
994,750.17,120.40,33.79,28.97,29.28,32.45
995,750.17,120.40,33.79,28.98,29.29,32.41
996,750.18,120.40,33.79,28.99,29.29,32.38
997,750.18,120.40,33.82,28.98,29.29,32.38
998,750.18,120.41,33.88,28.98,29.29,32.33
999,750.18,120.41,33.88,29.00,29.30,32.30
1000,750.18,120.41,33.99,29.00,29.29,32.27
1001,750.17,120.41,33.99,29.02,29.30,32.24
1002,750.17,120.41,34.04,29.04,29.30,32.22
1003,750.17,120.41,34.08,29.06,29.30,32.20
1004,750.17,120.42,34.08,29.06,29.30,32.18
1005,750.17,120.42,34.08,29.07,29.30,32.18
1006,750.17,120.42,34.06,29.07,29.32,32.16
1007,750.17,120.42,34.03,29.08,29.32,32.13
1008,750.16,120.42,34.03,29.09,29.32,32.13
1009,750.16,120.42,34.01,29.10,29.33,32.11
1010,750.15,120.43,34.01,29.11,29.33,32.09
1011,750.15,120.43,34.03,29.12,29.34,32.07
1012,750.14,120.43,34.06,29.12,29.34,32.04
1013,750.14,120.43,34.03,29.12,29.34,32.04
1014,750.14,120.43,33.97,29.15,29.35,32.02
1015,750.13,120.43,33.97,29.15,29.35,31.99
1016,750.13,120.44,33.92,29.15,29.36,31.98
1017,750.13,120.44,33.90,29.15,29.37,31.96
1018,750.12,120.44,33.90,29.16,29.37,31.92
1019,750.12,120.44,33.95,29.16,29.38,31.90
1020,750.11,120.44,34.01,29.17,29.38,31.88
1021,750.11,120.44,34.08,29.16,29.38,31.88
1022,750.11,120.45,34.10,29.16,29.40,31.87
1023,750.10,120.45,34.12,29.16,29.40,31.83
1024,750.10,120.45,34.12,29.15,29.40,31.81
1025,750.10,120.45,34.14,29.17,29.42,31.80
1026,750.10,120.45,34.14,29.16,29.43,31.78
1027,750.10,120.45,34.12,29.15,29.44,31.77
1028,750.10,120.46,34.12,29.15,29.44,31.75
1029,750.10,120.46,34.14,29.15,29.44,31.75
1030,750.10,120.46,34.16,29.15,29.45,31.75
1031,750.10,120.46,34.18,29.15,29.47,31.75
1032,750.10,120.46,34.18,29.16,29.48,31.72
1033,750.10,120.46,34.19,29.16,29.49,31.72
1034,750.10,120.47,34.21,29.15,29.50,31.72
1035,750.11,120.47,34.19,29.14,29.51,31.70
1036,750.11,120.47,34.19,29.12,29.51,31.70
1037,750.10,120.47,34.21,29.12,29.53,31.69
1038,750.10,120.47,34.21,29.12,29.55,31.70
1039,750.11,120.47,34.21,29.10,29.56,31.69
1040,750.11,120.48,34.23,29.08,29.57,31.67
1041,750.11,120.48,34.23,29.07,29.58,31.67
1042,750.12,120.48,34.25,29.06,29.61,31.66
1043,750.12,120.48,34.30,29.05,29.62,31.66
1044,750.13,120.48,34.32,29.04,29.62,31.66
1045,750.13,120.48,34.34,29.04,29.64,31.64
1046,750.13,120.49,34.34,29.05,29.65,31.64
1047,750.13,120.49,34.34,29.03,29.67,31.64
1048,750.13,120.49,34.34,29.02,29.68,31.62
1049,750.12,120.49,34.32,29.02,29.71,31.60
1050,750.12,120.49,34.32,29.01,29.73,31.59
1051,750.12,120.50,34.27,29.00,29.73,31.57
1052,750.12,120.50,34.23,29.00,29.75,31.57
1053,750.12,120.50,34.19,29.00,29.77,31.58
1054,750.12,120.50,34.19,28.99,29.79,31.57
1055,750.11,120.50,34.18,28.99,29.81,31.57
1056,750.11,120.50,34.20,29.00,29.83,31.55
1057,750.11,120.51,34.27,29.01,29.85,31.56
1058,750.11,120.51,34.36,29.02,29.87,31.54
1059,750.10,120.51,34.40,29.02,29.87,31.54
1060,750.10,120.51,34.42,29.02,29.89,31.54
1061,750.10,120.51,34.40,29.02,29.92,31.53
1062,750.09,120.51,34.36,29.02,29.94,31.53
1063,750.09,120.52,34.36,29.04,29.97,31.53
1064,750.09,120.52,34.34,29.04,29.99,31.53
1065,750.09,120.52,34.36,29.04,30.01,31.53
1066,750.09,120.52,34.41,29.03,30.05,31.53
1067,750.09,120.52,34.45,29.04,30.05,31.53
1068,750.09,120.53,34.43,29.04,30.08,31.54
1069,750.09,120.53,34.40,29.04,30.10,31.54
1070,750.09,120.53,34.40,29.05,30.12,31.54
